,timestamp_start,timestamp_end,qSQI_score,cSQI_score,sSQI_score,kSQI_score,pSQI_score,basSQI_score,annot_2,annot_3,record,consensus
2915,2020-12-15 21:57:10.000000000,2020-12-15 21:57:12.000000000,0.4,0.606,-0.987,0.674,0.449,0.94,0,1,ECG1+ECG1- 11,0
2916,2020-12-15 21:57:12.000000000,2020-12-15 21:57:14.000000000,0.8,0.457,-0.515,0.095,0.362,0.993,0,1,ECG1+ECG1- 11,0
2917,2020-12-15 21:57:14.000000000,2020-12-15 21:57:16.000000000,0.8,0.775,-0.592,0.201,0.449,0.976,0,1,ECG1+ECG1- 11,0
2918,2020-12-15 21:57:16.000000000,2020-12-15 21:57:18.000000000,1.0,0.638,-0.86,0.671,0.46,0.962,0,1,ECG1+ECG1- 11,0
2919,2020-12-15 21:57:18.000000000,2020-12-15 21:57:20.000000000,0.5,0.568,-0.862,0.86,0.476,0.989,0,1,ECG1+ECG1- 11,0
2920,2020-12-15 21:57:20.000000000,2020-12-15 21:57:22.000000000,1.0,0.459,-0.705,-0.037,0.452,0.963,0,1,ECG1+ECG1- 11,0
2921,2020-12-15 21:57:22.000000000,2020-12-15 21:57:24.000000000,0.8,0.728,0.04,-0.771,0.422,0.795,0,1,ECG1+ECG1- 11,0
2922,2020-12-15 21:57:24.000000000,2020-12-15 21:57:26.000000000,0.5,0.476,-0.786,-0.178,0.48,0.924,0,1,ECG1+ECG1- 11,0
2923,2020-12-15 21:57:26.000000000,2020-12-15 21:57:28.000000000,0.5,0.654,-0.508,-0.075,0.449,0.917,0,1,ECG1+ECG1- 11,0
2924,2020-12-15 21:57:28.000000000,2020-12-15 21:57:30.000000000,0.25,0.786,-0.172,-0.871,0.298,0.801,0,1,ECG1+ECG1- 11,0
2925,2020-12-15 21:57:30.000000000,2020-12-15 21:57:32.000000000,0.5,0.589,-0.449,1.237,0.21,0.929,0,1,ECG1+ECG1- 11,0
2926,2020-12-15 21:57:32.000000000,2020-12-15 21:57:34.000000000,0.8,0.712,-0.239,-0.105,0.275,0.965,0,1,ECG1+ECG1- 11,0
2927,2020-12-15 21:57:34.000000000,2020-12-15 21:57:36.000000000,0.333,0.741,-0.473,0.439,0.284,0.983,0,1,ECG1+ECG1- 11,0
2928,2020-12-15 21:57:36.000000000,2020-12-15 21:57:38.000000000,0.222,0.396,-0.29,0.154,0.299,0.973,0,1,ECG1+ECG1- 11,0
2929,2020-12-15 21:57:38.000000000,2020-12-15 21:57:40.000000000,0.8,0.746,-0.693,0.804,0.327,0.974,0,1,ECG1+ECG1- 11,0
2930,2020-12-15 21:57:40.000000000,2020-12-15 21:57:42.000000000,0.571,0.87,-0.683,0.373,0.386,0.96,0,1,ECG1+ECG1- 11,0
2931,2020-12-15 21:57:42.000000000,2020-12-15 21:57:44.000000000,0.8,0.56,-0.48,1.715,0.348,0.972,0,1,ECG1+ECG1- 11,0
2932,2020-12-15 21:57:44.000000000,2020-12-15 21:57:46.000000000,0.4,0.788,-0.384,0.154,0.354,0.989,0,1,ECG1+ECG1- 11,0
2933,2020-12-15 21:57:46.000000000,2020-12-15 21:57:48.000000000,0.0,0.609,-0.569,1.353,0.314,0.977,0,1,ECG1+ECG1- 11,0
2934,2020-12-15 21:57:48.000000000,2020-12-15 21:57:50.000000000,0.4,0.861,-0.581,0.266,0.405,0.978,0,1,ECG1+ECG1- 11,0
2935,2020-12-15 21:57:50.000000000,2020-12-15 21:57:52.000000000,0.5,0.634,-0.686,1.937,0.322,0.987,0,1,ECG1+ECG1- 11,0
2936,2020-12-15 21:57:52.000000000,2020-12-15 21:57:54.000000000,0.444,0.848,-0.226,-0.07,0.331,0.967,0,1,ECG1+ECG1- 11,0
2937,2020-12-15 21:57:54.000000000,2020-12-15 21:57:56.000000000,1.0,0.664,-0.507,0.747,0.364,0.99,0,1,ECG1+ECG1- 11,0
2938,2020-12-15 21:57:56.000000000,2020-12-15 21:57:58.000000000,0.571,0.523,-0.56,-0.022,0.383,0.96,0,1,ECG1+ECG1- 11,0
2939,2020-12-15 21:57:58.000000000,2020-12-15 21:58:00.000000000,0.667,0.798,-0.67,-0.006,0.39,0.977,0,1,ECG1+ECG1- 11,0
2940,2020-12-15 21:58:00.000000000,2020-12-15 21:58:02.000000000,0.0,0.581,-0.902,0.678,0.423,0.99,0,1,ECG1+ECG1- 11,0
2941,2020-12-15 21:58:02.000000000,2020-12-15 21:58:04.000000000,0.333,0.912,-0.632,-0.29,0.362,0.985,0,1,ECG1+ECG1- 11,0
2942,2020-12-15 21:58:04.000000000,2020-12-15 21:58:06.000000000,0.0,0.58,-1.025,3.223,0.349,0.979,0,1,ECG1+ECG1- 11,0
2943,2020-12-15 21:58:06.000000000,2020-12-15 21:58:08.000000000,0.571,0.5,-0.394,-0.115,0.36,0.975,0,1,ECG1+ECG1- 11,0
2944,2020-12-15 21:58:08.000000000,2020-12-15 21:58:10.000000000,0.667,0.86,-0.413,0.22,0.355,0.978,0,1,ECG1+ECG1- 11,0
2945,2020-12-15 21:58:10.000000000,2020-12-15 21:58:12.000000000,0.286,0.369,-0.398,-0.096,0.306,0.944,0,1,ECG1+ECG1- 11,0
2946,2020-12-15 21:58:12.000000000,2020-12-15 21:58:14.000000000,0.0,0.874,0.223,0.225,0.276,0.981,0,1,ECG1+ECG1- 11,0
2947,2020-12-15 21:58:14.000000000,2020-12-15 21:58:16.000000000,0.333,0.614,-0.065,0.719,0.248,0.973,0,1,ECG1+ECG1- 11,0
2948,2020-12-15 21:58:16.000000000,2020-12-15 21:58:18.000000000,0.667,0.765,0.18,0.082,0.318,0.975,0,1,ECG1+ECG1- 11,0
2949,2020-12-15 21:58:18.000000000,2020-12-15 21:58:20.000000000,0.286,0.839,0.187,0.425,0.298,0.978,0,1,ECG1+ECG1- 11,0
2950,2020-12-15 21:58:20.000000000,2020-12-15 21:58:22.000000000,0.444,0.968,0.161,0.291,0.3,0.982,0,1,ECG1+ECG1- 11,0
2951,2020-12-15 21:58:22.000000000,2020-12-15 21:58:24.000000000,0.667,0.576,-0.05,0.317,0.281,0.972,0,1,ECG1+ECG1- 11,0
2952,2020-12-15 21:58:24.000000000,2020-12-15 21:58:26.000000000,0.286,0.513,0.072,0.491,0.271,0.972,0,1,ECG1+ECG1- 11,0
2953,2020-12-15 21:58:26.000000000,2020-12-15 21:58:28.000000000,0.222,0.674,0.381,0.766,0.353,0.978,0,1,ECG1+ECG1- 11,0
2954,2020-12-15 21:58:28.000000000,2020-12-15 21:58:30.000000000,0.571,1.175,0.447,-0.384,0.317,0.798,0,1,ECG1+ECG1- 11,0
2955,2020-12-15 21:58:30.000000000,2020-12-15 21:58:32.000000000,0.0,0.732,-0.0,0.012,0.343,0.898,0,1,ECG1+ECG1- 11,0
2956,2020-12-15 21:58:32.000000000,2020-12-15 21:58:34.000000000,0.0,0.515,0.338,0.615,0.326,0.973,0,1,ECG1+ECG1- 11,0
2957,2020-12-15 21:58:34.000000000,2020-12-15 21:58:36.000000000,0.333,0.433,0.415,0.499,0.336,0.972,0,1,ECG1+ECG1- 11,0
2958,2020-12-15 21:58:36.000000000,2020-12-15 21:58:38.000000000,0.0,0.56,0.438,0.687,0.36,0.985,0,1,ECG1+ECG1- 11,0
2959,2020-12-15 21:58:38.000000000,2020-12-15 21:58:40.000000000,0.0,0.674,0.14,0.61,0.301,0.997,0,1,ECG1+ECG1- 11,0
2960,2020-12-15 21:58:40.000000000,2020-12-15 21:58:42.000000000,0.25,0.847,0.506,0.733,0.349,0.978,0,1,ECG1+ECG1- 11,0
2961,2020-12-15 21:58:42.000000000,2020-12-15 21:58:44.000000000,0.667,0.86,0.249,1.375,0.307,0.974,0,1,ECG1+ECG1- 11,0
2962,2020-12-15 21:58:44.000000000,2020-12-15 21:58:46.000000000,0.333,0.518,-0.295,-0.1,0.297,0.993,0,1,ECG1+ECG1- 11,0
2963,2020-12-15 21:58:46.000000000,2020-12-15 21:58:48.000000000,0.571,0.77,-0.246,1.521,0.36,0.989,0,1,ECG1+ECG1- 11,0
2964,2020-12-15 21:58:48.000000000,2020-12-15 21:58:50.000000000,1.0,0.635,-0.843,1.146,0.429,0.974,0,1,ECG1+ECG1- 11,0
2965,2020-12-15 21:58:50.000000000,2020-12-15 21:58:52.000000000,0.8,0.507,-0.881,0.36,0.463,0.968,0,1,ECG1+ECG1- 11,0
2966,2020-12-15 21:58:52.000000000,2020-12-15 21:58:54.000000000,0.286,0.711,-0.488,-0.083,0.403,0.924,0,1,ECG1+ECG1- 11,0
2967,2020-12-15 21:58:54.000000000,2020-12-15 21:58:56.000000000,0.2,0.76,-0.142,-0.361,0.366,0.901,0,1,ECG1+ECG1- 11,0
2968,2020-12-15 21:58:56.000000000,2020-12-15 21:58:58.000000000,0.667,0.901,-0.604,-0.076,0.369,0.888,0,1,ECG1+ECG1- 11,0
2969,2020-12-15 21:58:58.000000000,2020-12-15 21:59:00.000000000,0.571,0.678,-0.838,0.679,0.377,0.981,0,1,ECG1+ECG1- 11,0
2970,2020-12-15 21:59:00.000000000,2020-12-15 21:59:02.000000000,0.4,0.493,-0.114,0.112,0.403,0.903,0,1,ECG1+ECG1- 11,0
2971,2020-12-15 21:59:02.000000000,2020-12-15 21:59:04.000000000,0.571,0.723,-0.356,0.122,0.402,0.95,0,1,ECG1+ECG1- 11,0
2972,2020-12-15 21:59:04.000000000,2020-12-15 21:59:06.000000000,1.0,0.571,-0.458,1.116,0.389,0.968,0,1,ECG1+ECG1- 11,0
2973,2020-12-15 21:59:06.000000000,2020-12-15 21:59:08.000000000,0.0,0.927,-0.122,0.443,0.36,0.908,0,1,ECG1+ECG1- 11,0
2974,2020-12-15 21:59:08.000000000,2020-12-15 21:59:10.000000000,0.667,0.697,-0.369,0.876,0.369,0.982,0,1,ECG1+ECG1- 11,0
2975,2020-12-15 21:59:10.000000000,2020-12-15 21:59:12.000000000,0.857,0.587,-0.504,0.727,0.352,0.98,0,1,ECG1+ECG1- 11,0
2976,2020-12-15 21:59:12.000000000,2020-12-15 21:59:14.000000000,0.8,0.478,-0.459,-0.088,0.385,0.963,0,1,ECG1+ECG1- 11,0
2977,2020-12-15 21:59:14.000000000,2020-12-15 21:59:16.000000000,0.8,0.81,-0.328,0.811,0.413,0.913,0,1,ECG1+ECG1- 11,0
2978,2020-12-15 21:59:16.000000000,2020-12-15 21:59:18.000000000,0.571,0.625,-0.14,1.0,0.288,0.968,0,1,ECG1+ECG1- 11,0
2979,2020-12-15 21:59:18.000000000,2020-12-15 21:59:20.000000000,0.0,0.468,-0.783,0.544,0.228,0.831,0,1,ECG1+ECG1- 11,0
2980,2020-12-15 21:59:20.000000000,2020-12-15 21:59:22.000000000,0.0,0.608,0.032,-0.155,0.25,0.906,0,1,ECG1+ECG1- 11,0
2981,2020-12-15 21:59:22.000000000,2020-12-15 21:59:24.000000000,0.571,0.8,-0.083,-0.306,0.371,0.879,0,1,ECG1+ECG1- 11,0
2982,2020-12-15 21:59:24.000000000,2020-12-15 21:59:26.000000000,0.5,0.59,-0.765,1.585,0.254,0.94,0,1,ECG1+ECG1- 11,0
2983,2020-12-15 21:59:26.000000000,2020-12-15 21:59:28.000000000,0.5,0.369,-0.251,0.278,0.333,0.927,0,1,ECG1+ECG1- 11,0
2984,2020-12-15 21:59:28.000000000,2020-12-15 21:59:30.000000000,0.5,0.443,-0.372,0.242,0.352,0.979,0,1,ECG1+ECG1- 11,0
2985,2020-12-15 21:59:30.000000000,2020-12-15 21:59:32.000000000,0.4,0.83,0.615,0.082,0.402,0.811,0,1,ECG1+ECG1- 11,0
2986,2020-12-15 21:59:32.000000000,2020-12-15 21:59:34.000000000,0.286,0.627,0.416,-0.1,0.341,0.863,0,1,ECG1+ECG1- 11,0
2987,2020-12-15 21:59:34.000000000,2020-12-15 21:59:36.000000000,0.75,0.773,-0.727,0.155,0.404,0.871,0,1,ECG1+ECG1- 11,0
2988,2020-12-15 21:59:36.000000000,2020-12-15 21:59:38.000000000,0.333,0.647,-0.361,-0.189,0.417,0.926,0,1,ECG1+ECG1- 11,0
2989,2020-12-15 21:59:38.000000000,2020-12-15 21:59:40.000000000,0.4,0.618,0.024,-0.259,0.436,0.891,0,1,ECG1+ECG1- 11,0
2990,2020-12-15 21:59:40.000000000,2020-12-15 21:59:42.000000000,0.571,0.971,-0.474,-0.773,0.469,0.773,0,1,ECG1+ECG1- 11,0
2991,2020-12-15 21:59:42.000000000,2020-12-15 21:59:44.000000000,0.667,0.616,-0.446,0.405,0.496,0.93,0,1,ECG1+ECG1- 11,0
2992,2020-12-15 21:59:44.000000000,2020-12-15 21:59:46.000000000,0.333,0.608,-0.746,0.673,0.469,0.932,0,1,ECG1+ECG1- 11,0
2993,2020-12-15 21:59:46.000000000,2020-12-15 21:59:48.000000000,0.333,0.624,-0.888,0.207,0.51,0.979,0,1,ECG1+ECG1- 11,0
2994,2020-12-15 21:59:48.000000000,2020-12-15 21:59:50.000000000,0.667,0.656,-0.432,-0.245,0.402,0.944,0,1,ECG1+ECG1- 11,0
2995,2020-12-15 21:59:50.000000000,2020-12-15 21:59:52.000000000,0.857,0.68,-0.503,0.322,0.366,0.986,0,1,ECG1+ECG1- 11,0
2996,2020-12-15 21:59:52.000000000,2020-12-15 21:59:54.000000000,1.0,0.668,0.039,-0.264,0.424,0.905,0,1,ECG1+ECG1- 11,0
2997,2020-12-15 21:59:54.000000000,2020-12-15 21:59:56.000000000,0.5,0.601,-0.299,0.113,0.469,0.914,0,1,ECG1+ECG1- 11,0
2998,2020-12-15 21:59:56.000000000,2020-12-15 21:59:58.000000000,0.4,1.03,-0.357,-0.134,0.428,0.856,0,1,ECG1+ECG1- 11,0
2999,2020-12-15 21:59:58.000000000,2020-12-15 22:00:00.000000000,0.25,0.785,-0.335,0.484,0.389,0.945,0,1,ECG1+ECG1- 11,0
3000,2020-12-15 22:00:00.000000000,2020-12-15 22:00:02.000000000,0.667,0.374,-0.544,1.008,0.307,0.953,0,1,ECG1+ECG1- 11,0
3001,2020-12-15 22:00:02.000000000,2020-12-15 22:00:04.000000000,0.571,0.482,-0.559,0.814,0.399,0.946,0,1,ECG1+ECG1- 11,0
3002,2020-12-15 22:00:04.000000000,2020-12-15 22:00:06.000000000,0.667,0.499,-0.279,0.14,0.401,0.909,0,1,ECG1+ECG1- 11,0
3003,2020-12-15 22:00:06.000000000,2020-12-15 22:00:08.000000000,0.333,0.518,-0.521,-0.068,0.411,0.903,0,1,ECG1+ECG1- 11,0
3004,2020-12-15 22:00:08.000000000,2020-12-15 22:00:10.000000000,0.25,0.326,0.28,3.513,0.25,0.974,0,1,ECG1+ECG1- 11,0
3005,2020-12-15 22:00:10.000000000,2020-12-15 22:00:12.000000000,0.333,0.786,-1.104,3.058,0.324,0.94,0,1,ECG1+ECG1- 11,0
3006,2020-12-15 22:00:12.000000000,2020-12-15 22:00:14.000000000,0.857,0.663,-1.291,0.779,0.498,0.839,0,1,ECG1+ECG1- 11,0
3007,2020-12-15 22:00:14.000000000,2020-12-15 22:00:16.000000000,0.0,0.453,-0.231,-1.328,0.472,0.765,0,1,ECG1+ECG1- 11,0
3008,2020-12-15 22:00:16.000000000,2020-12-15 22:00:18.000000000,0.333,0.51,-0.091,0.635,0.537,0.892,0,1,ECG1+ECG1- 11,0
3009,2020-12-15 22:00:18.000000000,2020-12-15 22:00:20.000000000,0.571,0.443,-0.235,1.213,0.405,0.973,0,1,ECG1+ECG1- 11,0
3010,2020-12-15 22:00:20.000000000,2020-12-15 22:00:22.000000000,0.8,0.522,0.157,0.037,0.389,0.917,0,1,ECG1+ECG1- 11,0
3011,2020-12-15 22:00:22.000000000,2020-12-15 22:00:24.000000000,0.8,0.793,-0.867,-0.008,0.535,0.948,0,1,ECG1+ECG1- 11,0
3012,2020-12-15 22:00:24.000000000,2020-12-15 22:00:26.000000000,0.444,0.509,-0.283,0.822,0.343,0.958,0,1,ECG1+ECG1- 11,0
3013,2020-12-15 22:00:26.000000000,2020-12-15 22:00:28.000000000,0.5,0.783,-0.341,1.172,0.357,0.973,0,1,ECG1+ECG1- 11,0
3014,2020-12-15 22:00:28.000000000,2020-12-15 22:00:30.000000000,0.0,0.886,-0.55,0.83,0.255,0.985,0,1,ECG1+ECG1- 11,0
3015,2020-12-15 22:00:30.000000000,2020-12-15 22:00:32.000000000,0.182,0.8,0.665,0.842,0.363,0.953,0,1,ECG1+ECG1- 11,0
3016,2020-12-15 22:00:32.000000000,2020-12-15 22:00:34.000000000,0.364,0.664,0.522,0.824,0.348,0.99,0,1,ECG1+ECG1- 11,0
3017,2020-12-15 22:00:34.000000000,2020-12-15 22:00:36.000000000,0.0,0.805,0.725,0.983,0.389,0.974,0,1,ECG1+ECG1- 11,0
3018,2020-12-15 22:00:36.000000000,2020-12-15 22:00:38.000000000,0.286,0.76,0.768,1.083,0.405,0.992,0,1,ECG1+ECG1- 11,0
3019,2020-12-15 22:00:38.000000000,2020-12-15 22:00:40.000000000,0.25,0.786,0.788,1.238,0.403,0.982,0,1,ECG1+ECG1- 11,0
3020,2020-12-15 22:00:40.000000000,2020-12-15 22:00:42.000000000,0.0,0.544,0.748,1.024,0.377,0.976,0,1,ECG1+ECG1- 11,0
3021,2020-12-15 22:00:42.000000000,2020-12-15 22:00:44.000000000,0.286,0.837,0.857,1.154,0.385,0.956,0,1,ECG1+ECG1- 11,0
3022,2020-12-15 22:00:44.000000000,2020-12-15 22:00:46.000000000,0.167,0.827,0.682,0.886,0.403,0.964,0,1,ECG1+ECG1- 11,0
3023,2020-12-15 22:00:46.000000000,2020-12-15 22:00:48.000000000,0.0,0.737,0.775,1.273,0.383,0.992,0,1,ECG1+ECG1- 11,0
3024,2020-12-15 22:00:48.000000000,2020-12-15 22:00:50.000000000,0.25,0.792,0.667,1.031,0.392,0.946,0,1,ECG1+ECG1- 11,0
3025,2020-12-15 22:00:50.000000000,2020-12-15 22:00:52.000000000,0.333,0.462,0.693,1.056,0.39,0.984,0,1,ECG1+ECG1- 11,0
3026,2020-12-15 22:00:52.000000000,2020-12-15 22:00:54.000000000,0.0,0.871,0.649,0.917,0.377,0.969,0,1,ECG1+ECG1- 11,0
3027,2020-12-15 22:00:54.000000000,2020-12-15 22:00:56.000000000,0.5,0.698,0.701,1.098,0.412,0.957,0,1,ECG1+ECG1- 11,0
3028,2020-12-15 22:00:56.000000000,2020-12-15 22:00:58.000000000,0.0,0.499,0.622,0.939,0.375,0.97,0,1,ECG1+ECG1- 11,0
3029,2020-12-15 22:00:58.000000000,2020-12-15 22:01:00.000000000,0.25,0.608,0.73,1.192,0.39,0.966,0,1,ECG1+ECG1- 11,0
3030,2020-12-15 22:01:00.000000000,2020-12-15 22:01:02.000000000,0.0,0.583,0.144,1.056,0.427,0.96,0,1,ECG1+ECG1- 11,0
3031,2020-12-15 22:01:02.000000000,2020-12-15 22:01:04.000000000,0.8,0.777,-1.153,0.6,0.506,0.977,0,1,ECG1+ECG1- 11,0
3032,2020-12-15 22:01:04.000000000,2020-12-15 22:01:06.000000000,0.5,0.558,-1.179,0.264,0.536,0.981,0,1,ECG1+ECG1- 11,0
3033,2020-12-15 22:01:06.000000000,2020-12-15 22:01:08.000000000,0.8,0.767,-1.302,0.951,0.507,0.986,0,1,ECG1+ECG1- 11,0
3034,2020-12-15 22:01:08.000000000,2020-12-15 22:01:10.000000000,0.4,0.528,-1.152,0.181,0.53,0.976,0,1,ECG1+ECG1- 11,0
3035,2020-12-15 22:01:10.000000000,2020-12-15 22:01:12.000000000,0.667,0.698,-1.308,0.761,0.523,0.959,0,1,ECG1+ECG1- 11,0
3036,2020-12-15 22:01:12.000000000,2020-12-15 22:01:14.000000000,0.8,0.489,-1.069,0.196,0.53,0.957,0,1,ECG1+ECG1- 11,0
3037,2020-12-15 22:01:14.000000000,2020-12-15 22:01:16.000000000,0.5,0.741,-1.219,0.711,0.524,0.968,0,1,ECG1+ECG1- 11,0
3038,2020-12-15 22:01:16.000000000,2020-12-15 22:01:18.000000000,0.5,0.459,-1.031,-0.055,0.487,0.967,0,1,ECG1+ECG1- 11,0
3039,2020-12-15 22:01:18.000000000,2020-12-15 22:01:20.000000000,0.5,0.612,-1.552,1.698,0.532,0.975,0,1,ECG1+ECG1- 11,0
3040,2020-12-15 22:01:20.000000000,2020-12-15 22:01:22.000000000,0.8,0.822,-1.222,0.627,0.535,0.968,0,1,ECG1+ECG1- 11,0
3041,2020-12-15 22:01:22.000000000,2020-12-15 22:01:24.000000000,0.5,0.542,-1.188,0.289,0.55,0.968,0,1,ECG1+ECG1- 11,0
3042,2020-12-15 22:01:24.000000000,2020-12-15 22:01:26.000000000,0.8,0.765,-1.39,1.188,0.526,0.988,0,1,ECG1+ECG1- 11,0
3043,2020-12-15 22:01:26.000000000,2020-12-15 22:01:28.000000000,0.8,0.491,-1.059,0.005,0.557,0.99,0,1,ECG1+ECG1- 11,0
3044,2020-12-15 22:01:28.000000000,2020-12-15 22:01:30.000000000,0.5,0.769,-1.505,1.484,0.527,0.983,0,1,ECG1+ECG1- 11,0
3045,2020-12-15 22:01:30.000000000,2020-12-15 22:01:32.000000000,0.8,0.942,-0.943,-0.187,0.536,0.945,0,1,ECG1+ECG1- 11,0
3046,2020-12-15 22:01:32.000000000,2020-12-15 22:01:34.000000000,0.5,0.654,-1.4,1.126,0.509,0.948,0,1,ECG1+ECG1- 11,0
3047,2020-12-15 22:01:34.000000000,2020-12-15 22:01:36.000000000,0.8,0.929,-0.99,-0.149,0.534,0.952,0,1,ECG1+ECG1- 11,0
3048,2020-12-15 22:01:36.000000000,2020-12-15 22:01:38.000000000,0.5,0.609,-1.423,1.226,0.512,0.96,0,1,ECG1+ECG1- 11,0
3049,2020-12-15 22:01:38.000000000,2020-12-15 22:01:40.000000000,0.8,0.853,-1.13,0.318,0.525,0.983,0,1,ECG1+ECG1- 11,0
3050,2020-12-15 22:01:40.000000000,2020-12-15 22:01:42.000000000,0.5,0.575,-1.381,0.81,0.559,0.981,0,1,ECG1+ECG1- 11,0
3051,2020-12-15 22:01:42.000000000,2020-12-15 22:01:44.000000000,0.8,0.754,-1.378,0.957,0.495,0.984,0,1,ECG1+ECG1- 11,0
3052,2020-12-15 22:01:44.000000000,2020-12-15 22:01:46.000000000,0.4,0.5,-1.105,0.061,0.512,0.963,0,1,ECG1+ECG1- 11,0
3053,2020-12-15 22:01:46.000000000,2020-12-15 22:01:48.000000000,0.5,0.629,-1.471,1.247,0.497,0.946,0,1,ECG1+ECG1- 11,0
3054,2020-12-15 22:01:48.000000000,2020-12-15 22:01:50.000000000,0.8,0.83,-1.307,0.915,0.513,0.988,0,1,ECG1+ECG1- 11,0
3055,2020-12-15 22:01:50.000000000,2020-12-15 22:01:52.000000000,0.4,0.54,-1.112,0.077,0.546,0.987,0,1,ECG1+ECG1- 11,0
3056,2020-12-15 22:01:52.000000000,2020-12-15 22:01:54.000000000,0.8,0.817,-1.351,0.91,0.528,0.98,0,1,ECG1+ECG1- 11,0
3057,2020-12-15 22:01:54.000000000,2020-12-15 22:01:56.000000000,0.4,0.485,-1.087,0.106,0.538,0.947,0,1,ECG1+ECG1- 11,0
3058,2020-12-15 22:01:56.000000000,2020-12-15 22:01:58.000000000,0.5,0.625,-1.38,0.969,0.522,0.942,0,1,ECG1+ECG1- 11,0
3059,2020-12-15 22:01:58.000000000,2020-12-15 22:02:00.000000000,0.8,0.848,-1.084,0.129,0.527,0.966,0,1,ECG1+ECG1- 11,0
3060,2020-12-15 22:02:00.000000000,2020-12-15 22:02:02.000000000,0.5,0.558,-1.276,0.596,0.547,0.959,0,1,ECG1+ECG1- 11,0
3061,2020-12-15 22:02:02.000000000,2020-12-15 22:02:04.000000000,0.8,0.789,-1.318,0.987,0.505,0.992,0,1,ECG1+ECG1- 11,0
3062,2020-12-15 22:02:04.000000000,2020-12-15 22:02:06.000000000,0.5,0.506,-1.084,-0.018,0.537,0.986,0,1,ECG1+ECG1- 11,0
3063,2020-12-15 22:02:06.000000000,2020-12-15 22:02:08.000000000,0.5,0.75,-1.467,1.314,0.5,0.985,0,1,ECG1+ECG1- 11,0
3064,2020-12-15 22:02:08.000000000,2020-12-15 22:02:10.000000000,1.0,0.464,-1.043,-0.058,0.486,0.976,0,1,ECG1+ECG1- 11,0
3065,2020-12-15 22:02:10.000000000,2020-12-15 22:02:12.000000000,0.5,0.682,-1.459,1.276,0.507,0.975,0,1,ECG1+ECG1- 11,0
3066,2020-12-15 22:02:12.000000000,2020-12-15 22:02:14.000000000,0.571,0.842,-0.107,-0.095,0.422,0.937,0,1,ECG1+ECG1- 11,0
3067,2020-12-15 22:02:14.000000000,2020-12-15 22:02:16.000000000,0.222,0.521,-0.916,0.736,0.417,0.943,0,1,ECG1+ECG1- 11,0
3068,2020-12-15 22:02:16.000000000,2020-12-15 22:02:18.000000000,0.444,0.792,-0.199,-0.933,0.456,0.811,0,1,ECG1+ECG1- 11,0
3069,2020-12-15 22:02:18.000000000,2020-12-15 22:02:20.000000000,0.0,0.588,0.29,-1.21,0.513,0.684,0,1,ECG1+ECG1- 11,0
3070,2020-12-15 22:02:20.000000000,2020-12-15 22:02:22.000000000,0.0,0.457,-0.662,0.041,0.409,0.908,0,1,ECG1+ECG1- 11,0
3071,2020-12-15 22:02:22.000000000,2020-12-15 22:02:24.000000000,0.0,0.441,-0.404,0.132,0.43,0.904,0,1,ECG1+ECG1- 11,0
3072,2020-12-15 22:02:24.000000000,2020-12-15 22:02:26.000000000,0.5,0.634,-0.675,-0.187,0.387,0.957,0,1,ECG1+ECG1- 11,0
3073,2020-12-15 22:02:26.000000000,2020-12-15 22:02:28.000000000,0.8,0.689,-0.981,1.516,0.341,0.958,0,1,ECG1+ECG1- 11,0
3074,2020-12-15 22:02:28.000000000,2020-12-15 22:02:30.000000000,0.333,0.962,-0.525,-0.055,0.442,0.911,0,1,ECG1+ECG1- 11,0
3075,2020-12-15 22:02:30.000000000,2020-12-15 22:02:32.000000000,0.2,0.502,-0.804,0.469,0.311,0.958,0,1,ECG1+ECG1- 11,0
3076,2020-12-15 22:02:32.000000000,2020-12-15 22:02:34.000000000,0.5,0.699,-0.701,0.934,0.249,0.977,0,1,ECG1+ECG1- 11,0
3077,2020-12-15 22:02:34.000000000,2020-12-15 22:02:36.000000000,0.444,0.422,-0.12,1.756,0.298,0.942,0,1,ECG1+ECG1- 11,0
3078,2020-12-15 22:02:36.000000000,2020-12-15 22:02:38.000000000,0.25,0.922,0.179,-0.205,0.268,0.956,0,1,ECG1+ECG1- 11,0
3079,2020-12-15 22:02:38.000000000,2020-12-15 22:02:40.000000000,0.5,0.685,-0.624,0.656,0.296,0.935,0,1,ECG1+ECG1- 11,0
3080,2020-12-15 22:02:40.000000000,2020-12-15 22:02:42.000000000,0.5,0.635,-0.536,0.088,0.274,0.963,0,1,ECG1+ECG1- 11,0
3081,2020-12-15 22:02:42.000000000,2020-12-15 22:02:44.000000000,0.6,0.47,-0.482,0.411,0.257,0.99,0,1,ECG1+ECG1- 11,0
3082,2020-12-15 22:02:44.000000000,2020-12-15 22:02:46.000000000,0.0,0.865,-0.415,0.756,0.245,0.949,0,1,ECG1+ECG1- 11,0
3083,2020-12-15 22:02:46.000000000,2020-12-15 22:02:48.000000000,0.6,0.604,-0.289,-0.341,0.31,0.88,0,1,ECG1+ECG1- 11,0
3084,2020-12-15 22:02:48.000000000,2020-12-15 22:02:50.000000000,0.25,0.603,0.129,0.506,0.328,0.962,0,1,ECG1+ECG1- 11,0
3085,2020-12-15 22:02:50.000000000,2020-12-15 22:02:52.000000000,0.0,0.586,0.328,0.414,0.316,0.955,0,1,ECG1+ECG1- 11,0
